account_id,origination_date,product,region,customer_age,age_band,monthly_income,loan_amount,outstanding_balance_thb,days_past_due,bad_flag
TH-100314,09/04/2024,personal,North,49,45 to 54,11900,48000,,0,0
TH-100315,25/09/2024,motorcycle,Central,39,35 to 44,,89000,"52,400",0,0
TH-100316,15/01/2025,motorcycle,Northeast,46,45 to 54,90400,415000,"226,300",0,0
TH-100317,06/10/2024,personal,Northeast,28,25 to 34,9000,17000,"14,700",0,0
TH-100318,02/01/2025,motorcycle,Bangkok,36,35 to 44,70300,226000,"203,800",39,1
TH-100319,09/05/2023,motorcycle,Bangkok,26,25 to 34,9000,40000,"18,900",0,0
TH-100320,04/06/2023,motorcycle,North,24,Under 25,15500,29000,"17,400",0,0
TH-100321,20/02/2025,motorcycle,Bangkok,34,25 to 34,19700,98000,"72,100",0,0
TH-100322,14/05/2024,personal,Bangkok,48,45 to 54,9000,26000,"20,900",0,0
TH-100323,19/02/2025,home_improvement,South,31,25 to 34,9000,15000,"12,600",0,0
TH-100324,26/05/2025,auto,Northeast,54,45 to 54,25100,90000,"52,700",0,0
TH-100325,23/01/2025,auto,North,36,35 to 44,,123000,"90,300",0,0
TH-100326,26/02/2024,personal,Bangkok,27,25 to 34,9000,15000,"4,200",0,0
TH-100327,13/06/2025,motorcycle,Northeast,51,45 to 54,34000,45000,"24,100",0,0
TH-100328,15/06/2023,home_improvement,South,45,45 to 54,19300,23000,"11,300",0,0
TH-100329,16/06/2025,home_improvement,Bangkok,24,Under 25,15100,35000,"9,000",21,0
TH-100330,14/09/2024,personal,North,54,45 to 54,10700,42000,"26,400",0,0
TH-100331,15/09/2023,title_loan,Bangkok,24,Under 25,42100,159000,"55,000",0,0
TH-100332,15/03/2023,title_loan,South,27,25 to 34,16400,65000,"42,500",0,0
TH-100333,14/04/2023,home_improvement,North,32,25 to 34,28200,113000,"16,000",0,0
TH-100334,04/05/2023,home_improvement,North,54,45 to 54,19300,80000,"31,100",0,0
TH-100335,25/03/2023,personal,Central,53,45 to 54,33100,115000,"66,400",0,0
TH-100336,31/12/2023,home_improvement,Northeast,26,25 to 34,28300,66000,"56,800",0,0
TH-100337,19/04/2023,auto,Bangkok,49,45 to 54,14500,30000,"12,400",0,0
TH-100338,16/01/2024,auto,Bangkok,35,35 to 44,31500,87000,"20,700",0,0
TH-100339,09/03/2024,motorcycle,Central,49,45 to 54,,70000,"22,200",0,0
TH-100340,24/10/2024,motorcycle,Central,29,25 to 34,35000,90000,"17,500",0,0
TH-100341,21/07/2024,personal,Northeast,36,35 to 44,15200,25000,"8,200",0,0
TH-100342,26/10/2023,motorcycle,Bangkok,34,25 to 34,35800,92000,"32,700",0,0
TH-100343,13/11/2024,motorcycle,Northeast,42,35 to 44,21500,46000,"31,000",0,0
TH-100344,23/05/2024,auto,Northeast,21,Under 25,,62000,"54,200",30,0
TH-100345,06/03/2025,motorcycle,South,41,35 to 44,27000,44000,"21,900",0,0
TH-100346,01/08/2023,motorcycle,Northeast,26,25 to 34,14000,20000,"13,700",0,0
TH-100347,16/01/2025,home_improvement,Northeast,23,Under 25,21400,74000,"35,300",0,0
TH-100348,21/07/2024,personal,Bangkok,54,45 to 54,18600,33000,"13,100",30,0
TH-100349,28/08/2023,personal,North,24,Under 25,35600,132000,"63,400",0,0
TH-100350,13/10/2024,personal,Bangkok,40,35 to 44,39800,123000,"67,500",27,0
TH-100351,08/08/2023,title_loan,Central,39,35 to 44,24500,34000,"22,400",0,0
TH-100352,20/08/2023,auto,South,51,45 to 54,28400,55000,"20,000",0,0
TH-100353,10/02/2023,motorcycle,Northeast,42,35 to 44,17200,25000,"8,400",0,0
TH-100354,12/08/2024,motorcycle,South,42,35 to 44,10600,16000,"12,200",0,0
TH-100355,03/11/2024,title_loan,Central,36,35 to 44,46600,125000,"74,600",0,0
TH-100356,02/04/2025,motorcycle,Bangkok,42,35 to 44,,38000,"16,800",10,0
TH-100357,07/07/2023,home_improvement,Central,26,25 to 34,22300,58000,"55,900",0,0
TH-100358,24/07/2024,title_loan,Central,24,Under 25,21700,107000,"87,800",0,0
TH-100359,11/09/2023,motorcycle,Bangkok,30,25 to 34,27200,35000,"20,300",25,0
TH-100360,12/09/2024,auto,Bangkok,49,45 to 54,9400,23000,"1,800",0,0
TH-100361,15/02/2024,auto,South,51,45 to 54,11900,37000,"27,800",0,0
TH-100362,30/12/2023,home_improvement,North,37,35 to 44,22400,28000,"4,600",0,0
TH-100363,11/02/2023,motorcycle,Central,26,25 to 34,25300,63000,"51,300",0,0
TH-100364,01/02/2024,auto,Bangkok,51,45 to 54,9000,21000,"11,200",0,0
TH-100365,08/05/2025,title_loan,Northeast,23,Under 25,19000,40000,"30,400",24,0
TH-100366,24/05/2024,auto,Central,51,45 to 54,33800,121000,"111,500",0,0
TH-100367,05/07/2024,auto,Bangkok,22,Under 25,,83000,"58,300",0,0
TH-100368,27/09/2023,personal,Northeast,48,45 to 54,11700,15000,"12,700",0,0
TH-100369,13/10/2023,motorcycle,Northeast,49,45 to 54,39200,90000,"20,600",1,0
TH-100370,16/02/2024,motorcycle,North,33,25 to 34,34500,184000,,16,0
TH-100371,24/09/2023,personal,Central,24,Under 25,28200,72000,"38,500",0,0
TH-100372,27/06/2024,motorcycle,Central,48,45 to 54,46700,366000,"159,400",0,0
TH-100373,16/05/2025,personal,North,21,Under 25,,25000,"16,000",0,0
TH-100374,11/06/2023,motorcycle,South,34,25 to 34,68600,186000,"53,300",0,0
TH-100375,16/07/2023,personal,Central,49,45 to 54,18500,47000,"31,600",1,0
TH-100376,29/05/2025,auto,North,30,25 to 34,37200,113000,"66,500",0,0
TH-100377,23/11/2024,motorcycle,North,29,25 to 34,55700,128000,"117,700",0,0
TH-100378,02/03/2023,motorcycle,Central,54,45 to 54,30000,96000,"83,800",0,0
TH-100379,28/09/2024,motorcycle,Central,51,45 to 54,27000,43000,"31,800",18,0
TH-100380,25/04/2025,title_loan,South,35,35 to 44,34400,44000,"27,700",0,0
TH-100381,12/08/2023,title_loan,Central,39,35 to 44,23000,66000,"47,000",0,0
TH-100382,12/06/2023,personal,North,24,Under 25,9300,44000,"19,900",0,0
TH-100383,26/11/2024,personal,South,37,35 to 44,9000,15000,"6,700",0,0
TH-100384,26/04/2024,auto,Bangkok,31,25 to 34,10600,38000,"35,100",0,0
TH-100385,26/03/2025,motorcycle,Central,26,25 to 34,17100,57000,"12,900",18,0
TH-100386,23/10/2024,personal,South,29,25 to 34,,36000,"13,300",0,0
TH-100387,22/12/2023,motorcycle,Northeast,42,35 to 44,11500,32000,"12,500",0,0
TH-100388,30/01/2024,personal,Northeast,24,Under 25,26800,86000,"67,900",0,0
TH-100389,28/01/2023,personal,Central,31,25 to 34,22500,57000,"45,900",0,0
TH-100390,18/08/2023,auto,Central,34,25 to 34,15100,29000,"11,900",0,0
TH-100391,31/05/2025,personal,Bangkok,42,35 to 44,17600,41000,"15,900",28,0
TH-100392,25/04/2023,auto,Central,21,Under 25,,33000,"15,200",0,0
TH-100393,01/11/2023,personal,Bangkok,23,Under 25,15900,31000,"25,500",0,0
TH-100394,07/02/2025,motorcycle,Bangkok,43,35 to 44,9000,25000,"14,800",0,0
TH-100395,24/03/2023,auto,North,21,Under 25,14500,15000,"8,800",0,0
TH-100396,03/11/2023,motorcycle,Bangkok,31,25 to 34,12200,23000,"18,300",0,0
TH-100397,11/09/2023,auto,Bangkok,40,35 to 44,14400,32000,"25,500",0,0
TH-100398,27/02/2024,personal,Bangkok,33,25 to 34,15400,42000,"28,100",0,0
TH-100399,01/03/2025,motorcycle,Bangkok,42,35 to 44,27300,84000,"23,500",6,0
TH-100400,23/04/2024,title_loan,Central,35,35 to 44,12600,36000,"33,700",0,0
TH-100401,11/05/2023,home_improvement,Bangkok,53,45 to 54,17100,62000,"48,000",0,0
TH-100402,10/01/2024,personal,Bangkok,26,25 to 34,19900,28000,"8,900",26,0
TH-100403,17/12/2024,motorcycle,Northeast,40,35 to 44,18400,35000,"21,300",0,0
TH-100404,20/04/2024,personal,Bangkok,45,45 to 54,37500,102000,"47,700",0,0
TH-100405,11/02/2025,auto,Bangkok,22,Under 25,27200,162000,"134,300",49,1
TH-100406,25/09/2024,personal,Northeast,35,35 to 44,32900,50000,"11,600",0,0
TH-100407,14/05/2024,auto,South,27,25 to 34,,35000,"19,700",0,0
TH-100408,05/07/2024,motorcycle,Bangkok,52,45 to 54,46000,133000,"43,700",0,0
TH-100409,21/09/2024,personal,Central,42,35 to 44,20200,76000,"35,900",0,0
TH-100410,10/04/2023,personal,Central,40,35 to 44,17600,44000,"24,200",26,0
TH-100411,21/09/2023,motorcycle,Bangkok,22,Under 25,,142000,"128,500",0,0
TH-100412,15/01/2025,personal,Bangkok,27,25 to 34,22000,32000,"18,200",0,0
TH-100413,19/02/2024,motorcycle,Central,41,35 to 44,19400,17000,,0,0
TH-100414,19/08/2024,title_loan,Bangkok,43,35 to 44,9000,19000,"16,200",0,0
TH-100415,05/12/2023,motorcycle,Central,47,45 to 54,,123000,"66,600",0,0
TH-100416,08/04/2023,personal,Bangkok,45,45 to 54,16500,35000,"19,700",18,0
TH-100417,25/04/2024,auto,Central,22,Under 25,32500,95000,"86,200",0,0
TH-100418,03/10/2024,home_improvement,Central,35,35 to 44,13500,19000,"12,000",0,0
TH-100419,22/08/2024,auto,North,45,45 to 54,36600,162000,"81,100",0,0
TH-100420,04/02/2024,motorcycle,Northeast,41,35 to 44,18200,58000,"33,000",0,0
TH-100421,23/06/2024,auto,Northeast,28,25 to 34,20800,38000,"20,600",108,1
TH-100422,04/07/2023,personal,South,36,35 to 44,15800,37000,"25,500",25,0
TH-100423,19/11/2023,personal,Bangkok,49,45 to 54,21200,76000,"54,700",0,0
TH-100424,29/03/2023,title_loan,North,32,25 to 34,30300,101000,"75,300",0,0
TH-100425,29/06/2024,motorcycle,South,27,25 to 34,35300,114000,"56,700",0,0
TH-100426,14/06/2025,personal,Bangkok,33,25 to 34,21000,54000,"24,100",0,0
TH-100427,03/02/2025,personal,Bangkok,25,25 to 34,11900,37000,"33,100",122,1
TH-100428,03/05/2025,auto,Northeast,33,25 to 34,36600,213000,"114,500",0,0
TH-100429,18/07/2024,motorcycle,Bangkok,30,25 to 34,35500,200000,"99,700",0,0
TH-100430,03/10/2024,home_improvement,Northeast,42,35 to 44,17200,60000,"56,800",135,1
TH-100431,17/09/2024,home_improvement,South,22,Under 25,,27000,,0,0
TH-100432,27/11/2023,auto,South,28,25 to 34,21400,32000,"24,100",0,0
TH-100433,28/09/2024,home_improvement,Northeast,37,35 to 44,28600,54000,"37,600",0,0
TH-100434,03/06/2023,auto,Central,29,25 to 34,31400,76000,"52,500",0,0
TH-100435,26/01/2023,home_improvement,North,43,35 to 44,11500,31000,,0,0
TH-100436,14/01/2025,auto,Central,40,35 to 44,28000,51000,"31,000",0,0
TH-100437,06/01/2024,auto,Northeast,42,35 to 44,15900,36000,"18,300",0,0
TH-100438,06/10/2024,title_loan,Bangkok,47,45 to 54,11700,47000,"21,000",6,0
TH-100439,15/06/2023,motorcycle,Central,61,55 and over,,71000,"57,100",90,1
TH-100440,10/03/2024,motorcycle,Bangkok,65,55 and over,26800,154000,"111,000",24,0
TH-100441,16/08/2023,personal,North,40,35 to 44,18600,32000,,0,0
TH-100442,17/05/2023,home_improvement,Central,39,35 to 44,15300,26000,"19,000",0,0
TH-100443,22/02/2023,personal,Bangkok,33,25 to 34,,28000,"9,500",0,0
TH-100444,23/11/2024,personal,Bangkok,32,25 to 34,19700,16000,"13,500",0,0
TH-100445,09/06/2025,personal,Bangkok,39,35 to 44,15600,40000,"35,000",0,0
TH-100446,26/05/2025,personal,Northeast,34,25 to 34,14900,60000,"12,800",0,0
TH-100447,24/08/2023,personal,Bangkok,47,45 to 54,,16000,"9,100",0,0
TH-100448,16/08/2024,personal,Bangkok,25,25 to 34,42300,113000,"60,800",0,0
TH-100449,26/09/2024,personal,North,42,35 to 44,44900,80000,"45,100",0,0
TH-100450,10/02/2024,motorcycle,Central,54,45 to 54,17800,70000,"5,400",0,0
TH-100451,31/03/2025,personal,Central,48,45 to 54,39200,152000,"133,800",0,0
TH-100452,11/02/2024,home_improvement,Northeast,27,25 to 34,22200,73000,"39,300",0,0
TH-100453,25/02/2024,title_loan,Central,28,25 to 34,22900,75000,,27,0
TH-100454,12/02/2023,personal,North,31,25 to 34,21000,40000,"30,300",0,0
TH-100455,30/01/2024,home_improvement,Central,35,35 to 44,11700,15000,"8,800",0,0
TH-100456,11/01/2025,home_improvement,Bangkok,34,25 to 34,,77000,"39,000",0,0
TH-100457,07/04/2024,home_improvement,Central,34,25 to 34,25800,71000,"59,300",0,0
TH-100458,16/11/2023,motorcycle,North,39,35 to 44,14700,89000,"36,700",0,0
TH-100459,24/02/2024,auto,Northeast,48,45 to 54,38900,101000,"62,200",0,0
TH-100460,07/03/2024,home_improvement,Central,34,25 to 34,,52000,"32,600",0,0
TH-100461,29/04/2023,home_improvement,North,22,Under 25,14300,64000,"47,500",0,0
TH-100462,03/07/2023,personal,Bangkok,30,25 to 34,38600,98000,"78,400",0,0
TH-100463,27/04/2023,auto,Bangkok,29,25 to 34,26200,77000,"30,500",26,0
TH-100464,25/02/2024,personal,Bangkok,47,45 to 54,15500,37000,"16,000",13,0
TH-100465,17/10/2024,title_loan,Northeast,40,35 to 44,43500,68000,"32,500",0,0
TH-100466,17/10/2023,motorcycle,Central,48,45 to 54,30400,52000,"25,400",10,0
TH-100467,19/02/2023,title_loan,Bangkok,61,55 and over,21700,109000,"39,500",13,0
TH-100468,06/05/2023,home_improvement,Northeast,40,35 to 44,15600,48000,"20,900",0,0
TH-100469,27/03/2023,motorcycle,Northeast,24,Under 25,18900,26000,"15,200",0,0
TH-100470,29/12/2024,auto,Northeast,25,25 to 34,25600,69000,"26,800",0,0
TH-100471,20/04/2024,motorcycle,Northeast,35,35 to 44,27000,66000,"32,900",0,0
TH-100472,11/08/2023,personal,Bangkok,47,45 to 54,20300,104000,"24,500",0,0
TH-100473,12/04/2025,motorcycle,Northeast,21,Under 25,9600,35000,"32,800",0,0
TH-100474,30/12/2023,motorcycle,Central,26,25 to 34,15100,34000,"22,700",0,0
TH-100475,10/08/2024,title_loan,North,39,35 to 44,14500,34000,"11,300",0,0
TH-100476,25/07/2024,auto,Central,53,45 to 54,25000,85000,"35,000",0,0
TH-100477,04/10/2023,motorcycle,Central,40,35 to 44,17700,34000,"29,000",0,0
TH-100478,14/11/2024,auto,Bangkok,27,25 to 34,28800,59000,"57,800",0,0
TH-100479,28/12/2023,motorcycle,Bangkok,35,35 to 44,22500,38000,"29,600",16,0
TH-100480,05/03/2023,personal,North,43,35 to 44,17000,24000,"21,700",0,0
TH-100481,05/12/2024,auto,Bangkok,26,25 to 34,,43000,"26,200",0,0
TH-100482,06/01/2023,auto,South,33,25 to 34,9100,17000,"11,000",0,0
TH-100483,20/08/2023,auto,North,23,Under 25,31300,75000,"54,400",0,0
TH-100484,27/12/2023,motorcycle,Bangkok,33,25 to 34,27000,42000,"9,100",0,0
TH-100485,16/02/2025,personal,Central,44,35 to 44,13600,76000,"31,100",23,0
TH-100486,04/05/2025,home_improvement,Bangkok,52,45 to 54,9000,27000,"17,400",8,0
TH-100487,08/04/2025,personal,Bangkok,26,25 to 34,,68000,"43,700",24,0
TH-100488,02/07/2023,personal,Northeast,22,Under 25,26300,67000,"29,500",0,0
TH-100489,16/01/2025,personal,Northeast,24,Under 25,49700,229000,"178,800",140,1
TH-100490,02/12/2024,home_improvement,Northeast,42,35 to 44,10900,36000,"23,200",0,0
TH-100491,16/01/2023,personal,South,51,45 to 54,,26000,"11,800",0,0
TH-100492,09/03/2025,personal,Bangkok,36,35 to 44,,22000,"18,600",0,0
TH-100493,03/03/2024,motorcycle,Central,51,45 to 54,45200,171000,"76,000",0,0
TH-100494,09/06/2025,motorcycle,South,23,Under 25,20300,60000,"24,500",0,0
TH-100495,15/03/2023,auto,South,27,25 to 34,16600,22000,"18,000",0,0
TH-100496,18/04/2025,home_improvement,Bangkok,49,45 to 54,19800,101000,"79,400",129,1
TH-100497,29/05/2025,motorcycle,Bangkok,27,25 to 34,14800,23000,"14,600",0,0
TH-100498,20/02/2023,title_loan,Bangkok,50,45 to 54,20400,36000,"11,600",0,0
TH-100499,21/10/2024,home_improvement,South,53,45 to 54,32200,41000,"33,900",24,0
TH-100500,02/09/2024,auto,South,32,25 to 34,21300,116000,"30,100",56,1
TH-100501,30/11/2023,motorcycle,Bangkok,26,25 to 34,11200,40000,"27,300",0,0
TH-100502,27/03/2024,home_improvement,Central,34,25 to 34,12400,23000,"10,600",0,0
TH-100503,19/01/2024,auto,Central,27,25 to 34,13400,32000,"9,400",0,0
TH-100504,27/07/2023,title_loan,North,40,35 to 44,12000,67000,"34,600",36,1
TH-100505,04/01/2023,personal,Central,43,35 to 44,19600,29000,"13,300",0,0
TH-100506,29/10/2023,personal,South,41,35 to 44,30300,83000,"69,300",0,0
TH-100507,24/04/2024,motorcycle,Northeast,26,25 to 34,,52000,"41,600",0,0
TH-100508,16/05/2025,title_loan,Bangkok,27,25 to 34,,45000,"24,600",0,0
TH-100509,12/04/2024,auto,Northeast,45,45 to 54,35700,81000,"23,900",18,0
TH-100510,01/02/2025,personal,Bangkok,29,25 to 34,15500,35000,"8,200",0,0
TH-100511,16/04/2023,auto,Central,37,35 to 44,38800,127000,"52,100",0,0
TH-100512,27/11/2024,motorcycle,Central,27,25 to 34,17700,60000,"28,500",17,0
TH-100513,11/10/2024,motorcycle,Central,26,25 to 34,25700,48000,"29,300",0,0
TH-100514,23/04/2025,personal,South,21,Under 25,45000,64000,"30,700",0,0
TH-100515,01/06/2023,auto,Northeast,30,25 to 34,38300,74000,"39,400",8,0
TH-100516,16/04/2025,personal,South,37,35 to 44,27600,31000,"17,600",0,0
TH-100517,27/11/2024,personal,Bangkok,45,45 to 54,11800,38000,"19,200",0,0
TH-100518,06/07/2023,personal,Central,41,35 to 44,24100,63000,"33,900",0,0
TH-100519,15/05/2024,motorcycle,Bangkok,35,35 to 44,82500,351000,"115,600",35,1
TH-100520,24/10/2024,personal,North,35,35 to 44,33800,94000,,0,0
TH-100521,13/05/2024,motorcycle,Central,25,25 to 34,21900,26000,"14,300",0,0
TH-100522,23/01/2024,auto,Bangkok,52,45 to 54,18900,21000,"16,400",0,0
TH-100523,21/03/2025,auto,Bangkok,32,25 to 34,19100,32000,"24,000",0,0
TH-100524,06/05/2025,personal,Central,24,Under 25,21600,55000,"39,400",0,0
TH-100525,31/05/2023,title_loan,Bangkok,24,Under 25,27700,58000,"24,400",0,0
TH-100526,29/03/2024,motorcycle,North,50,45 to 54,18400,48000,"37,400",15,0
TH-100527,01/03/2023,personal,Bangkok,38,35 to 44,19300,48000,"40,400",20,0
TH-100528,02/01/2025,auto,Bangkok,26,25 to 34,16200,54000,"7,300",0,0
TH-100529,20/11/2023,home_improvement,North,43,35 to 44,14100,32000,"19,300",0,0
TH-100530,06/01/2023,personal,Bangkok,49,45 to 54,9600,37000,"21,200",0,0
TH-100531,02/06/2023,personal,Central,25,25 to 34,14400,146000,"96,800",4,0
TH-100532,10/07/2023,personal,South,41,35 to 44,18900,56000,"30,400",0,0
TH-100533,05/05/2024,auto,South,48,45 to 54,21300,135000,"74,100",0,0
TH-100534,18/06/2024,home_improvement,South,30,25 to 34,,54000,"36,400",0,0
TH-100535,25/03/2024,personal,Central,32,25 to 34,,33000,"9,900",29,0
TH-100536,12/05/2024,home_improvement,Bangkok,21,Under 25,12200,28000,"16,900",0,0
TH-100537,07/10/2023,motorcycle,Central,35,35 to 44,26500,54000,"28,600",0,0
TH-100538,26/10/2024,motorcycle,Bangkok,38,35 to 44,,44000,,0,0
TH-100539,23/12/2023,motorcycle,Central,44,35 to 44,13300,33000,"18,100",0,0
TH-100540,16/05/2023,motorcycle,Northeast,33,25 to 34,18200,62000,"43,000",0,0
TH-100541,22/09/2023,motorcycle,North,53,45 to 54,14200,50000,,0,0
TH-100542,02/05/2023,home_improvement,Central,31,25 to 34,20200,33000,"25,400",0,0
TH-100543,10/11/2024,personal,Bangkok,43,35 to 44,49000,189000,"108,000",0,0
TH-100544,09/03/2025,home_improvement,Central,48,45 to 54,14600,23000,,0,0
TH-100545,20/07/2024,motorcycle,Central,44,35 to 44,16600,32000,"24,000",0,0
TH-100546,08/03/2023,auto,North,31,25 to 34,17200,69000,"31,600",0,0
TH-100547,21/03/2023,motorcycle,Bangkok,44,35 to 44,23800,44000,"15,400",0,0
TH-100548,21/01/2023,motorcycle,Central,34,25 to 34,17000,40000,"17,400",0,0
TH-100549,04/01/2024,motorcycle,North,22,Under 25,9800,49000,"13,900",0,0
TH-100550,02/03/2024,home_improvement,Central,22,Under 25,15200,58000,"2,200",0,0
TH-100551,12/08/2023,personal,North,39,35 to 44,64200,275000,"94,000",2,0
TH-100552,30/12/2024,home_improvement,Northeast,42,35 to 44,23700,50000,"39,100",0,0
TH-100553,02/02/2023,personal,Bangkok,30,25 to 34,20600,61000,"28,500",0,0
TH-100554,02/10/2023,motorcycle,Bangkok,23,Under 25,10300,37000,"33,000",0,0
TH-100555,22/12/2023,motorcycle,Bangkok,34,25 to 34,29200,93000,"71,600",0,0
TH-100556,17/09/2023,motorcycle,Central,21,Under 25,14100,45000,"17,600",24,0
TH-100557,21/06/2023,motorcycle,Northeast,28,25 to 34,22300,52000,"35,000",0,0
TH-100558,16/05/2025,home_improvement,Bangkok,33,25 to 34,24800,88000,"59,400",0,0
TH-100559,18/03/2024,auto,North,46,45 to 54,,66000,"25,300",0,0
TH-100560,03/09/2023,auto,North,29,25 to 34,49600,88000,"62,100",0,0
TH-100561,27/11/2023,personal,South,36,35 to 44,13700,30000,"15,500",0,0
TH-100562,28/12/2023,auto,Bangkok,36,35 to 44,39200,64000,"15,200",0,0
TH-100563,09/01/2025,personal,Bangkok,29,25 to 34,14800,23000,"15,500",0,0
TH-100564,03/02/2024,motorcycle,North,34,25 to 34,17800,70000,"21,200",0,0
TH-100565,04/01/2023,motorcycle,Bangkok,31,25 to 34,14100,17000,"13,500",0,0
TH-100566,25/03/2024,personal,Bangkok,32,25 to 34,12200,26000,"7,800",0,0
TH-100567,17/06/2024,personal,South,30,25 to 34,17800,44000,"38,300",6,0
TH-100568,22/06/2024,auto,North,32,25 to 34,35100,142000,"36,300",0,0
TH-100569,18/05/2025,motorcycle,Northeast,37,35 to 44,26600,64000,"38,200",0,0
TH-100570,16/10/2023,auto,Northeast,25,25 to 34,18700,46000,"38,200",0,0
TH-100571,16/01/2024,auto,Bangkok,34,25 to 34,,20000,"16,100",109,1
TH-100572,08/06/2025,auto,Bangkok,42,35 to 44,13200,67000,"58,100",0,0
TH-100573,07/07/2023,personal,Bangkok,25,25 to 34,28700,95000,"27,600",19,0
TH-100574,15/01/2025,home_improvement,Central,45,45 to 54,42300,56000,"50,200",0,0
TH-100575,03/05/2024,motorcycle,Bangkok,39,35 to 44,26700,85000,"9,800",30,0
TH-100576,21/07/2024,home_improvement,Bangkok,46,45 to 54,32600,103000,"80,400",14,0
TH-100577,05/03/2024,personal,Northeast,47,45 to 54,9900,22000,"9,500",10,0
TH-100578,17/12/2024,motorcycle,Northeast,34,25 to 34,28200,113000,"93,300",0,0
TH-100579,29/04/2025,motorcycle,Bangkok,53,45 to 54,27200,78000,"46,900",0,0
TH-100580,12/11/2023,auto,Bangkok,37,35 to 44,33500,78000,,0,0
TH-100581,17/09/2024,home_improvement,South,50,45 to 54,14400,31000,"22,500",0,0
TH-100582,14/06/2025,motorcycle,Bangkok,43,35 to 44,29700,191000,"101,600",0,0
TH-100583,28/03/2023,motorcycle,Bangkok,35,35 to 44,26500,104000,"16,600",0,0
TH-100584,06/02/2025,motorcycle,Northeast,36,35 to 44,17600,38000,"8,900",25,0
TH-100585,02/10/2024,personal,South,26,25 to 34,10600,15000,"11,700",0,0
TH-100586,13/12/2023,personal,Bangkok,52,45 to 54,25000,50000,"29,400",0,0
TH-100587,05/10/2024,home_improvement,North,30,25 to 34,23600,44000,"14,100",18,0
TH-100588,16/03/2023,motorcycle,North,47,45 to 54,18700,24000,"13,900",0,0
TH-100589,02/11/2024,auto,Central,50,45 to 54,38800,166000,"131,500",0,0
TH-100590,21/05/2023,home_improvement,Bangkok,43,35 to 44,15700,45000,"31,200",0,0
TH-100591,23/12/2023,personal,Bangkok,37,35 to 44,,105000,"72,500",10,0
TH-100592,13/12/2023,home_improvement,Central,36,35 to 44,15000,20000,"8,200",0,0
TH-100593,31/07/2023,personal,North,42,35 to 44,40400,53000,"25,400",0,0
TH-100594,15/02/2025,motorcycle,Northeast,36,35 to 44,19100,68000,"57,000",0,0
TH-100595,06/12/2023,personal,Central,53,45 to 54,23900,25000,"15,200",0,0
