account_id,bureau_pull_date,bureau_score,active_facilities,total_outstanding,worst_status_12m,enquiries_6m
A100654,2025-11-07,850,0,158024,0,0
A100655,2025-03-01,743,2,221518,2,0
A100656,2022-06-25,732,5,21604,0,0
A100657,2022-09-09,839,0,205741,0,0
A100658,2023-10-12,698,0,260355,0,0
A100659,2023-10-30,767,3,148423,0,0
A100660,2024-06-12,850,0,150665,0,0
A100661,2022-01-10,753,3,172189,0,0
A100663,2022-03-27,809,2,331080,0,0
A100664,2023-01-07,701,0,187267,0,0
A100665,2024-04-10,850,5,382599,0,0
A100666,2025-11-25,850,2,942127,0,0
A100667,2025-07-10,687,4,155215,1,0
A100668,2025-02-28,642,3,94921,0,0
A100669,2025-12-03,688,1,107290,2,0
A100670,2025-06-20,786,1,391153,0,0
A100671,2022-06-13,783,5,974115,0,0
A100672,2023-04-19,708,2,256265,0,0
A100672,2023-03-19,850,1,83175,0,0
A100673,2024-05-19,712,2,149656,0,0
A100674,2025-12-12,850,3,105828,2,0
A100675,2025-04-13,825,1,86108,0,0
A100676,2022-09-01,728,4,129302,1,0
A100677,2024-08-30,787,3,192519,0,0
A100678,2022-03-10,804,4,1257971,1,0
A100679,2024-12-10,846,6,206328,0,0
A100679,2024-11-11,819,2,288132,0,0
A100680,2025-08-10,690,3,58085,0,0
A100681,2023-10-29,713,2,121347,0,0
A100682,2023-02-24,726,1,251108,2,0
A100683,2023-11-19,848,2,17788,0,0
A100684,2023-09-30,728,2,49864,0,0
A100685,2025-05-23,654,2,282240,0,0
A100686,2024-03-16,638,1,34209,0,0
A100688,2025-04-14,850,3,367632,0,0
A100690,2024-07-06,660,3,47928,0,0
A100691,2025-12-17,850,2,255043,0,0
A100692,2023-01-28,711,7,564026,0,0
A100693,2025-02-09,658,3,573289,0,0
A100694,2024-10-24,761,0,74212,1,0
A100695,2022-03-11,744,6,155242,0,0
A100696,2025-07-03,848,3,143301,0,0
A100697,2023-10-25,747,1,101891,0,0
A100698,2024-11-29,850,2,102822,0,0
A100699,2022-11-17,807,4,564502,0,0
A100700,2022-12-27,777,2,520196,0,0
A100701,2024-09-29,850,3,268547,1,0
A100702,2025-04-07,813,2,197298,0,0
A100703,2023-05-22,603,2,25631,0,0
A100704,2025-06-09,850,0,24657,0,0
A100705,2025-09-13,850,3,70406,0,0
A100706,2025-06-22,735,3,176164,3,0
A100707,2023-09-19,679,2,283248,0,0
A100708,2024-07-18,777,3,29150,1,0
A100710,2024-12-23,808,2,277051,0,0
A100711,2023-03-25,744,2,213811,0,0
A100712,2022-01-12,850,0,79817,1,0
A100713,2025-10-12,802,3,487767,3,0
A100714,2024-05-26,599,2,132488,0,0
A100715,2023-03-18,848,5,74901,0,0
A100717,2024-11-03,700,1,162614,0,0
A100718,2022-09-06,786,0,46070,0,0
A100719,2022-06-15,641,1,65349,2,0
A100720,2025-10-23,786,1,154416,0,0
A100721,2025-10-17,775,4,467248,3,0
A100722,2023-08-25,850,0,223163,0,0
A100723,2025-02-22,564,4,292723,0,0
A100725,2024-03-12,850,3,200366,1,0
A100726,2023-10-28,822,2,119150,1,0
A100727,2022-01-18,695,1,379884,1,0
A100728,2023-11-26,756,3,830031,0,0
A100729,2024-12-03,637,2,592928,1,0
A100730,2023-07-03,733,3,228974,1,2
A100731,2022-09-19,850,4,137244,0,0
A100732,2025-03-29,725,3,63238,0,0
A100733,2025-10-05,846,3,1778132,0,0
A100734,2025-10-05,694,3,54993,1,0
A100735,2025-12-04,594,1,475743,0,0
A100736,2025-09-16,763,2,306072,0,0
A100737,2023-04-17,614,1,197560,0,0
A100738,2023-11-04,850,3,365450,0,0
A100739,2025-11-14,481,4,326919,1,0
A100740,2025-01-02,693,1,101325,2,0
A100741,2023-04-18,850,2,67830,0,0
A100742,2025-10-09,811,2,340136,0,0
A100743,2025-01-14,719,3,296444,0,0
A100744,2025-07-12,843,5,87971,0,0
A100745,2022-08-03,582,1,269612,0,0
A100746,2023-11-09,737,4,174215,0,0
A100747,2023-03-06,707,2,261964,0,0
A100747,2023-02-05,850,0,67159,2,0
A100748,2022-03-04,850,4,85854,0,0
A100749,2025-07-05,747,2,294175,0,0
A100750,2025-08-30,795,0,177096,0,0
A100751,2025-10-08,599,4,179961,1,0
A100752,2024-05-07,812,5,35762,0,0
A100753,2023-08-17,707,2,290895,1,0
A100756,2022-07-12,822,2,249995,0,0
A100757,2022-08-05,809,1,40550,0,0
A100758,2024-01-16,763,3,216483,1,0
A100759,2024-04-21,806,2,101517,0,0
A100760,2024-09-27,850,1,58625,0,0
A100761,2022-05-19,850,0,87280,0,0
A100762,2024-10-15,711,3,142612,0,0
A100763,2024-07-06,611,2,305540,1,0
A100764,2024-08-22,850,5,71102,0,0
A100765,2024-04-16,850,3,158813,0,0
A100766,2024-03-03,828,3,68187,1,0
A100767,2023-12-17,850,2,308102,0,0
A100768,2022-12-05,762,2,217634,0,2
A100769,2022-05-25,570,1,262918,2,0
A100770,2024-07-11,850,5,80139,0,0
A100771,2025-08-28,830,2,468386,0,0
A100772,2023-04-26,807,2,264497,0,0
A100773,2024-07-10,793,0,255457,3,1
A100774,2024-12-02,755,3,24647,0,0
A100775,2024-08-24,813,2,117514,0,0
A100777,2022-02-17,814,2,295901,0,0
A100778,2024-08-21,680,3,1058704,0,0
A100779,2023-06-11,845,0,528039,0,0
A100781,2024-04-16,688,4,579376,0,0
A100782,2023-07-16,822,0,1114552,0,0
A100783,2022-05-23,850,2,46088,0,1
A100783,2022-04-26,636,2,138573,0,0
A100784,2025-10-22,788,2,1023824,0,0
A100785,2022-06-11,740,3,148191,0,0
A100786,2022-07-27,745,1,184864,0,0
A100786,2022-06-27,730,5,191491,0,0
A100787,2023-10-20,850,1,85520,0,0
A100790,2025-11-05,747,0,331804,1,0
A100791,2023-07-20,694,0,504661,3,0
A100792,2024-08-17,636,0,616516,1,0
A100792,2024-07-20,650,2,104471,0,0
A100793,2025-10-17,823,2,121285,1,0
A100794,2025-04-23,675,4,45323,0,0
A100797,2024-04-16,829,0,218793,0,0
A100798,2024-03-19,778,4,121800,0,0
A100799,2023-09-01,840,2,258460,0,0
A100800,2024-07-21,816,0,295722,1,0
A100801,2022-12-22,733,3,92368,0,0
A100802,2025-09-05,648,3,163037,3,0
A100803,2022-08-03,850,4,260416,0,0
A100804,2025-02-20,778,3,284159,0,0
A100805,2022-03-30,797,2,46767,0,0
A100806,2023-02-27,721,2,156684,0,0
A100807,2023-03-09,811,1,154072,0,0
A100808,2024-09-16,758,2,425146,2,0
A100809,2023-03-18,850,2,134416,0,0
A100810,2022-01-22,744,1,45505,0,0
A100811,2025-03-12,749,3,314229,0,0
A100812,2023-01-19,850,1,330695,0,0
A100813,2023-03-08,692,1,79767,2,0
A100814,2022-10-12,495,4,131532,0,0
A100815,2023-07-01,527,0,335439,0,0
A100816,2023-08-21,823,3,1056535,2,0
A100816,2023-07-21,816,0,226635,0,0
A100817,2023-04-23,762,3,473743,0,0
A100818,2023-04-17,813,2,248030,0,0
A100820,2024-08-30,686,3,211259,0,0
A100821,2025-06-19,850,0,294625,0,0
A100822,2025-11-15,760,4,330639,2,0
A100823,2025-12-23,748,3,368410,0,0
A100824,2024-01-04,646,2,317505,0,2
A100825,2024-03-09,850,1,86993,0,0
A100826,2024-09-19,841,1,211127,0,0
A100827,2022-06-16,838,1,227301,0,0
A100828,2022-11-08,798,0,241861,0,0
A100829,2024-02-13,680,2,253019,1,0
A100830,2022-06-28,850,3,152829,1,0
A100831,2022-10-07,850,2,785767,1,0
A100833,2022-01-22,751,2,74809,0,0
A100834,2022-06-12,701,0,140117,0,0
A100835,2022-03-19,728,5,23847,0,0
A100836,2023-06-24,774,5,49865,0,3
A100837,2025-01-23,850,2,118977,0,0
A100838,2022-03-28,781,2,93169,0,0
A100839,2024-11-12,792,3,130422,0,0
A100840,2025-11-02,850,2,116280,1,0
A100841,2023-07-24,609,1,381463,0,0
A100842,2024-12-17,850,2,89005,0,0
A100844,2022-04-11,663,2,445859,1,0
A100845,2024-06-29,835,3,216882,1,0
A100846,2022-04-27,850,2,233984,0,0
A100847,2025-06-19,755,4,349276,0,0
A100848,2023-01-27,821,2,574891,0,0
A100851,2022-10-25,831,0,77900,0,0
A100852,2024-02-15,848,1,231692,0,1
A100853,2022-12-11,850,3,213599,0,0
A100854,2025-02-09,763,4,34120,0,0
A100856,2022-11-12,797,3,302685,0,0
A100857,2022-10-02,758,6,534328,1,0
A100859,2024-01-06,719,6,152261,2,0
A100860,2022-12-08,727,4,229278,0,0
A100861,2023-09-29,803,2,65839,0,0
A100862,2024-03-22,748,6,36886,0,0
A100863,2023-09-06,850,0,283521,1,0
A100864,2025-06-11,704,1,434974,1,0
A100867,2023-11-24,850,2,102514,0,0
A100868,2024-07-10,709,2,107315,0,0
A100869,2022-08-21,850,1,39939,0,0
A100869,2022-07-21,841,0,128732,0,0
A100870,2024-06-29,790,1,169694,0,2
A100871,2022-10-27,803,1,743852,1,0
A100871,2022-09-28,850,1,129389,0,0
A100872,2025-12-06,726,0,194146,0,0
A100873,2024-01-21,850,4,93830,0,0
A100874,2025-11-14,813,1,969506,0,0
A100875,2023-08-28,800,3,491257,0,0
A100876,2025-02-14,583,2,1344953,0,0
A100877,2025-11-10,671,2,49035,1,0
A100877,2025-10-13,754,1,82471,0,0
A100878,2023-10-29,801,3,1275566,0,0
A100879,2024-05-22,850,3,42262,0,0
A100880,2024-11-27,752,6,53143,0,0
A100882,2023-08-17,796,3,97095,2,0
A100883,2022-12-30,799,2,2876506,0,0
A100884,2025-05-06,722,0,469685,0,0
A100885,2023-08-20,769,3,1198072,0,0
A100886,2022-05-20,702,4,372459,0,0
A100887,2022-06-14,850,2,377683,1,0
A100888,2023-11-11,808,0,509522,2,0
A100889,2025-03-01,850,3,159281,0,0
A100890,2023-07-07,781,2,242919,1,0
A100891,2024-01-08,832,0,129340,0,0
A100892,2025-06-30,850,4,1430187,0,0
A100893,2022-05-01,790,2,31323,0,0
A100894,2022-10-28,850,5,402167,1,0
A100895,2025-01-30,802,0,260387,2,0
A100896,2024-10-13,695,2,87266,1,0
A100897,2025-11-04,850,0,45590,0,0
A100898,2022-08-21,602,4,102753,0,2
A100899,2025-09-17,692,1,443362,0,0
A100900,2025-10-05,850,0,87361,0,0
A100901,2024-10-24,766,3,1680306,0,0
A100902,2022-08-17,666,5,56745,0,2
A100903,2023-03-09,850,2,158805,0,0
A100904,2025-11-24,813,2,190060,0,0
A100906,2024-06-16,739,2,458384,0,0
A100908,2024-11-22,828,0,29644,0,0
A100909,2022-07-23,802,3,409087,0,0
A100911,2024-02-20,821,4,664962,0,0
A100912,2022-12-21,776,2,440029,0,0
A100913,2024-08-07,746,2,55295,0,0
A100914,2022-12-21,810,3,325333,0,0
A100915,2023-11-15,837,2,235188,1,0
A100916,2025-03-16,734,2,181323,0,0
A100917,2025-03-09,822,1,252977,0,0
A100918,2025-07-20,828,5,56347,1,0
A100919,2025-03-07,676,4,106041,1,0
A100920,2023-02-01,633,0,576223,0,1
A100921,2024-07-28,831,4,871688,0,0
A100921,2024-06-29,748,4,238377,0,0
A100922,2025-06-08,850,3,157289,2,0
A100923,2023-10-03,801,2,230672,0,0
A100924,2024-08-13,850,2,362354,0,0
A100925,2022-04-07,791,2,227736,0,0
A100926,2022-01-09,751,1,46929,0,0
A100927,2025-12-24,661,3,94776,0,1
A100928,2023-07-12,836,3,111171,0,0
A100929,2024-04-22,774,3,35566,0,0
A100930,2025-12-22,850,2,682379,0,0
A100932,2022-03-30,744,1,266686,0,0
A100934,2025-08-13,850,5,1192994,0,0
A100935,2023-03-30,799,5,209755,0,0
A100936,2022-12-25,739,0,124365,1,0
A100937,2022-03-15,822,0,99950,0,0
A100938,2025-08-21,753,2,549372,0,0
A100939,2022-03-07,850,4,298619,1,0
A100940,2022-03-02,740,6,396457,0,0
A100940,2022-02-01,772,2,139029,0,0
A100941,2025-04-03,628,3,79255,0,1
A100942,2023-06-08,793,2,142763,0,0
A100943,2023-06-25,800,4,293569,2,0
A100944,2023-07-28,701,4,128088,0,0
A100946,2023-09-29,826,2,465506,0,0
A100946,2023-08-29,778,6,345338,0,0
A100947,2022-01-18,539,0,1017325,0,0
A100948,2022-06-12,848,3,218882,0,0
A100949,2024-11-03,741,1,469570,1,1
A100950,2025-10-02,727,3,223518,2,0
A100951,2023-02-04,733,2,399755,1,0
A100952,2022-04-29,688,3,298023,0,0
A100953,2024-06-28,850,4,1238503,0,0
A100954,2022-01-23,824,3,182662,0,0
A100956,2023-04-27,811,1,80437,0,0
A100957,2023-03-06,850,4,69097,1,0
A100958,2023-02-05,845,0,194401,2,0
A100959,2023-07-09,850,5,169898,0,0
A100960,2023-12-16,850,0,108645,2,0
A100961,2024-03-20,794,0,55067,0,0
A100962,2025-06-20,744,6,432240,0,0
A100964,2022-02-02,833,3,127505,3,0
A100965,2025-05-10,850,0,251723,1,0
A100967,2025-06-27,850,3,198279,0,0
A100968,2023-10-02,699,0,913787,0,0
A100969,2024-07-08,762,4,236554,1,0
A100970,2023-02-23,707,3,103265,2,0
A100971,2022-07-06,850,2,233569,0,0
A100973,2023-04-24,850,0,333123,2,0
A100974,2025-09-15,628,4,104423,0,0
A100974,2025-08-16,762,0,217552,1,0
A100975,2022-04-07,796,1,34921,1,0
A100976,2022-06-27,723,2,181484,1,0
A100977,2022-09-13,850,0,261009,3,0
A100978,2022-01-31,759,0,62583,2,0
A100979,2024-07-07,690,5,109262,0,3
A100980,2025-10-23,837,5,1424833,0,0
A100981,2022-07-19,842,1,197624,0,0
A100982,2022-11-14,743,2,129248,0,0
A100983,2022-04-06,841,3,144341,1,0
A100984,2023-03-15,754,2,309943,1,0
A100985,2023-09-23,690,4,902040,3,0
A100986,2024-12-24,755,3,105515,0,0
A100987,2024-09-11,599,3,672126,2,0
A100988,2022-05-05,777,0,352971,0,0
A100990,2025-02-09,694,1,214415,0,0
A100991,2022-01-01,808,4,47793,0,0
A100992,2023-07-17,708,5,305154,1,0
A100993,2022-09-20,603,1,126730,0,0
A100994,2024-06-16,731,2,749112,0,0
A100995,2025-03-27,586,3,527768,1,0
A100996,2022-10-31,771,3,1478800,0,0
A100998,2022-04-28,832,0,66566,0,0
A100999,2022-09-26,850,3,205932,0,0
A100999,2022-08-26,850,1,162834,0,0
A101000,2025-11-22,691,1,162366,0,0
A101001,2024-09-01,850,5,231401,0,0
A101002,2024-05-13,743,0,217035,0,0
A101003,2025-03-09,850,1,561025,0,0
A101004,2024-05-02,850,1,150429,0,0
A101004,2024-04-01,770,1,65882,2,0
A101006,2022-08-31,850,0,342474,0,0
A101007,2024-02-22,739,0,277958,0,0
A101008,2024-01-07,850,2,142589,0,0
A101009,2025-06-08,794,3,111030,0,0
A101010,2024-02-15,850,0,408332,0,0
A101011,2025-06-25,665,3,351690,1,0
A101012,2025-11-01,730,0,103138,0,0
A101013,2025-11-07,745,0,736878,0,0
A101014,2024-02-19,850,2,649646,0,0
A101016,2023-10-31,850,0,282762,0,0
A101017,2023-01-03,766,4,54273,1,0
A101018,2022-04-06,732,2,231257,0,0
A101019,2024-02-05,760,2,501729,2,0
A101020,2024-11-15,850,0,67702,0,0
A101021,2024-09-12,741,1,154621,0,0
A101022,2022-10-10,850,3,35170,0,0
A101022,2022-09-09,833,2,202230,1,0
A101023,2024-02-08,732,4,179729,0,0
A101024,2023-10-09,850,0,122127,0,0
A101025,2022-10-29,645,1,442246,0,0
A101026,2022-08-11,730,5,17410,3,0
A101028,2022-04-11,850,2,112963,0,0
A101029,2022-03-08,795,3,228450,1,0
A101030,2022-06-21,708,2,451333,1,0
A101032,2022-02-25,682,2,39761,0,0
A101033,2025-12-10,850,1,278631,2,0
A101034,2022-05-25,694,3,115148,0,0
A101034,2022-04-24,850,1,105306,0,0
A101035,2022-08-13,835,4,141365,0,0
A101036,2025-12-11,850,3,210522,0,0
A101037,2024-12-09,775,3,88167,2,0
A101038,2025-02-12,799,2,83677,0,0
A101039,2025-12-21,720,2,88104,0,0
A101040,2024-08-30,771,4,81399,1,0
A101041,2023-12-26,809,2,110978,0,0
A101042,2023-07-27,740,4,264323,2,0
A101043,2022-08-18,850,5,66077,1,0
A101044,2025-12-27,850,2,207867,0,0
A101045,2023-09-07,850,2,264252,0,0
A101046,2024-10-27,658,2,70819,0,1
A101047,2024-08-30,850,1,117037,1,0
A101048,2022-08-23,834,3,94069,0,0
A101050,2024-06-24,850,3,103374,0,0
A101051,2024-03-26,802,3,59992,0,0
A101051,2024-02-23,768,5,618003,0,0
A101052,2024-11-11,841,2,285796,1,0
A101053,2025-01-09,683,1,204119,0,0
A101054,2025-04-25,664,2,192785,0,0
A101055,2022-05-25,764,1,160611,1,0
A101056,2024-12-06,741,1,395172,0,0
A101057,2025-02-14,788,1,335676,0,0
A101058,2022-02-12,850,0,508420,2,0
A101059,2024-12-25,850,0,120838,0,0
A101060,2025-05-15,850,1,144072,1,0
A101062,2022-08-01,803,2,52474,2,0
A101063,2024-02-13,778,2,211017,0,0
A101065,2022-03-11,834,2,252692,1,0
A101066,2023-11-03,812,0,161879,0,0
A101067,2024-11-04,788,4,76225,0,0
A101068,2023-02-26,706,2,297751,1,0
A101069,2022-12-17,850,0,144654,0,0
A101070,2025-12-12,690,2,200855,0,0
A101071,2024-01-16,817,0,129629,0,0
A101071,2023-12-18,683,2,348241,0,0
A101072,2024-03-17,837,1,79661,0,0
A101074,2025-10-03,814,0,220089,0,0
A101074,2025-09-01,778,6,241097,0,0
A101075,2025-08-09,543,0,107695,0,0
A101076,2025-12-06,850,4,111707,0,0
A101077,2023-02-06,810,0,399411,0,0
A101078,2022-08-29,785,2,625953,1,0
A101079,2022-04-26,760,3,55354,0,0
A101080,2022-11-07,848,2,49531,0,0
A101081,2025-12-13,793,3,154940,0,0
A101082,2024-03-31,776,4,636265,0,0
A101083,2024-04-01,663,1,403729,0,0
A101084,2022-08-06,777,4,108720,0,0
A101087,2023-05-10,822,0,150238,0,0
A101088,2024-08-09,709,1,1719669,0,0
A101089,2022-05-19,757,2,141282,0,0
A101090,2022-05-06,850,1,36546,0,0
A101091,2022-09-12,850,0,286803,0,0
A101092,2023-05-29,850,1,203202,0,0
A101093,2025-03-13,833,0,96081,0,0
A101094,2023-10-05,850,0,350534,0,0
A101095,2022-12-11,592,3,231873,1,0
A101096,2024-11-04,761,3,198147,0,0
A101097,2022-08-11,835,2,267358,2,0
A101098,2023-07-10,850,4,42006,0,0
A101099,2023-10-19,832,3,560472,0,0
A101100,2022-04-16,742,3,253995,0,0
A101100,2022-03-16,650,6,1065978,0,2
A101101,2022-05-22,768,1,114455,0,0
A101102,2025-06-28,850,4,212987,2,0
A101102,2025-05-30,850,1,355599,1,0
A101103,2024-02-13,850,3,110315,0,0
A101104,2023-04-30,850,0,67291,1,0
A101105,2024-12-18,752,3,111871,0,0
A101106,2022-01-13,805,2,318502,2,0
A101107,2023-03-04,751,1,140344,0,0
A101108,2023-03-31,850,2,323112,0,0
A101108,2023-03-01,742,3,121070,3,0
A101109,2025-12-31,735,4,179373,0,0
A101110,2023-04-12,789,0,392581,0,0
A101111,2022-08-24,731,0,65533,0,0
A101112,2022-08-03,580,3,154591,0,0
A101113,2025-07-23,714,0,303077,0,0
A101114,2024-09-12,788,1,121021,3,0
A101115,2024-12-04,684,5,243290,0,0
A101116,2022-06-14,850,1,124982,0,0
A101117,2023-06-09,644,1,74672,0,2
A101118,2022-01-27,703,3,153710,0,0
A101119,2025-11-11,656,2,28669,0,0
A101120,2023-09-21,850,1,350592,0,0
A101121,2024-05-02,757,5,34504,0,0
A101123,2023-08-29,802,4,194881,3,0
A101124,2022-12-18,850,2,636750,0,0
A101124,2022-11-18,797,4,76839,0,0
A101125,2025-11-24,786,1,102863,0,0
A101126,2024-06-09,850,2,312506,0,0
A101127,2024-11-23,850,2,354589,0,0
A101128,2022-07-11,770,4,51349,1,0
A101129,2025-12-23,731,1,246803,2,0
A101130,2023-02-23,833,5,944103,0,0
A101131,2025-10-01,716,3,135834,0,0
A101132,2023-01-05,625,2,369784,0,0
A101133,2022-02-04,831,1,78800,0,0
A101134,2022-05-21,693,2,359747,0,0
A101135,2024-11-03,742,0,73055,0,0
A101137,2023-12-18,665,5,639183,1,0
A101137,2023-11-20,759,2,312154,0,0
A101138,2023-12-30,619,1,380275,1,0
A101139,2024-06-15,762,3,970363,1,0
A101140,2022-01-29,743,2,323003,1,0
A101141,2025-11-11,850,0,190966,1,0
A101142,2024-05-14,769,1,327872,0,0
A101143,2022-10-24,669,1,61885,0,0
A101144,2025-03-30,850,1,242876,0,0
A101145,2023-08-11,694,2,55681,0,0
A101146,2022-06-30,802,3,411286,1,0
A101147,2024-12-16,586,5,96281,0,0
A101148,2022-04-26,798,1,238373,0,0
A101148,2022-03-27,780,5,206289,0,0
A101149,2025-08-09,812,5,240347,0,0
A101150,2025-02-02,721,3,555439,0,0
A101151,2024-10-14,850,3,245758,0,0
A101152,2024-12-02,618,0,414598,1,0
A101153,2023-02-17,782,0,131157,0,0
A101153,2023-01-18,811,2,299282,0,0
A101154,2024-04-09,816,2,69206,0,0
A101155,2023-05-22,773,0,649379,0,0
A101156,2022-04-22,735,1,130212,1,0
A101157,2024-09-17,847,3,81592,0,0
A101158,2022-09-23,813,1,118160,0,0
A101159,2025-05-21,725,3,88713,0,0
A101160,2025-10-05,850,1,341568,1,0
A101162,2025-11-21,817,1,435614,0,0
A101164,2023-06-20,850,0,244570,3,0
A101165,2023-08-10,617,4,109866,0,0
A101166,2023-04-21,850,3,541022,0,0
A101168,2025-01-08,850,4,70533,0,0
A101169,2022-06-10,609,4,106164,0,0
A101170,2023-03-17,795,3,107609,0,0
A101171,2025-07-20,850,2,42556,0,0
A101172,2023-03-04,707,3,256223,1,0
A101174,2024-07-26,850,1,43806,0,0
A101175,2022-08-07,782,5,98924,0,0
A101177,2024-04-23,700,0,659293,0,0
A101178,2023-10-15,662,2,573902,0,0
A101180,2022-11-16,778,2,55684,0,0
A101181,2022-11-07,842,3,56258,0,0
A101182,2023-08-31,762,1,196610,1,0
A101183,2024-01-04,771,4,298577,0,0
A101184,2025-01-23,731,0,285848,0,0
A101185,2024-02-19,675,1,50393,0,0
A101186,2025-03-13,818,1,175335,2,0
A101187,2025-01-23,756,3,131245,0,0
A101189,2022-04-20,717,5,1186904,0,0
A101190,2023-05-22,797,3,208570,0,0
A101191,2024-07-30,763,4,288905,0,0
A101192,2025-10-02,850,0,168758,0,0
A101192,2025-09-03,800,4,124494,0,0
A101194,2023-07-25,829,4,748124,0,0
A101195,2025-07-29,613,1,534393,0,0
A101196,2022-10-15,850,6,1117259,2,0
A101197,2023-03-20,786,3,138749,0,0
A101198,2022-12-02,850,5,123934,0,0
A101199,2023-11-29,761,1,163422,0,0
A101200,2023-09-26,785,1,60211,0,0
A101202,2022-01-24,812,1,210172,0,0
A101203,2024-09-30,745,1,390147,3,0
A101204,2025-03-18,850,1,253116,0,0
A101205,2024-09-24,808,2,580812,2,0
A101206,2025-01-24,749,2,349644,0,0
A101207,2024-05-08,755,1,41950,0,0
A101208,2025-08-10,783,1,104820,1,0
A101209,2024-05-04,592,4,176257,0,1
A101210,2024-05-04,810,0,137668,0,0
A101211,2022-02-16,805,3,533944,0,0
A101212,2022-09-13,769,4,356643,0,0
A101213,2025-05-23,726,4,280911,0,1
A101214,2025-06-04,611,3,173727,0,0
A101215,2023-12-07,850,0,264324,0,0
A101216,2022-12-14,777,3,1077898,1,0
A101217,2025-06-24,739,1,203950,2,0
A101218,2022-11-27,850,4,219458,2,0
A101219,2023-11-12,754,1,233398,1,0
A101220,2023-11-18,743,2,324256,0,0
A101221,2024-07-26,850,4,104979,0,1
A101222,2023-01-11,755,3,77513,2,0
A101223,2022-03-22,850,2,120713,0,0
A101224,2023-09-04,737,3,300473,0,0
A101225,2024-09-07,711,3,195357,1,0
A101226,2025-01-24,644,0,488489,0,4
A101227,2023-05-04,787,3,134021,0,0
A101228,2022-06-13,745,0,583050,0,0
A101229,2023-02-10,605,3,212584,0,0
A101230,2022-01-09,850,3,1187742,0,0
A101231,2023-01-23,758,4,51368,0,0
A101232,2025-02-07,690,3,148911,0,0
A101233,2023-10-26,850,3,763923,0,0
A101234,2022-10-01,738,4,211491,0,0
A101235,2023-09-12,830,4,31210,2,0
A101236,2022-07-23,761,3,256204,0,0
A101237,2025-01-26,850,1,246671,1,0
A101238,2023-07-02,701,3,153584,2,0
A101239,2022-12-16,691,3,1409660,1,0
A101240,2025-06-08,744,5,76425,2,0
A101241,2024-10-30,753,3,74297,0,0
A101242,2022-08-11,740,1,736339,1,0
A101243,2024-12-09,638,2,439507,0,0
A101244,2023-03-10,850,3,97610,0,0
A101245,2023-04-04,827,2,175846,0,0
A101246,2024-11-29,805,6,333895,2,0
A101247,2025-05-20,633,5,533708,1,0
A101248,2024-11-04,659,0,211198,0,0
A101249,2025-05-11,611,2,76466,0,0
A101250,2022-05-26,770,2,994781,0,0
A101251,2022-10-13,834,1,229273,0,0
A101252,2022-08-22,850,2,58706,0,0
A101253,2022-11-24,744,2,618648,0,1
A101255,2024-02-10,751,2,176960,0,0
A101256,2023-12-21,850,1,137703,0,1
A101257,2022-02-01,762,3,93013,0,0
A101258,2023-10-19,614,2,21327,0,0
A101259,2025-02-05,634,3,215757,2,0
A101260,2023-08-21,850,2,107935,2,0
A101261,2024-06-23,821,4,17316,0,0
A101262,2022-04-18,675,4,731418,0,0
A101263,2022-11-28,694,3,307898,0,0
A101264,2024-10-29,641,1,231111,0,0
A101265,2022-03-25,850,1,252551,0,0
A101266,2023-07-05,717,2,479183,0,1
A101268,2024-03-05,741,1,212736,0,0
A101270,2025-02-20,809,1,119642,0,0
A101271,2022-03-25,850,3,267840,3,0
A101272,2022-06-01,609,3,480988,2,0
A101273,2024-06-07,749,2,83373,0,0
A101273,2024-05-09,615,4,28040,0,1
A101274,2024-07-29,850,3,589709,0,0
