account_id,application_date,product_code,loan_amount,term_months,interest_rate,instalment,customer_age,employment_status,monthly_income,months_at_address,months_since_last_enquiry,province,income_verified
A100296,2025-06-20,PL,75730,12,0.1081,6993,42,2,,50,7,Chiang Mai,Y
A100297,2023-10-23,PL,143146,12,0.1213,13375,41,1,45093,104,8,Chiang Mai,
A100298,2023-06-11,PL,153820,12,0.1163,14309,26,9,,36,9,Ubon Ratchathani,
A100299,2022-07-18,PL,117201,24,0.1895,6734,45,1,25865,7,8,Udon Thani,
A100300,2025-04-13,PL,77765,48,0.2589,3297,23,2,36833,139,23,Chiang Mai,Y
A100301,2023-03-09,CC,69648,0,0.2411,0,52,2,23832,13,999,Chiang Mai,
A100302,2024-09-13,CC,24541,0,0.2397,0,51,1,17227,95,20,Khon Kaen,Y
A100303,2025-05-13,PL,120939,12,0.1803,11895,35,1,38645,77,8,Bangkok,Y
A100304,2024-09-10,HP,382779,36,0.1482,15360,36,3,16281,40,0,Chonburi,Y
A100305,2022-07-14,HP,259321,36,0.1068,9511,35,2,40809,20,25,Khon Kaen,
A100306,2024-04-28,PL,105086,36,0.1246,4010,38,3,23944,143,23,Khon Kaen,Y
A100307,2024-07-05,PL,85113,24,0.1997,4962,41,1,23046,71,17,Songkhla,Y
A100308,2022-08-17,HP,245700,60,0.2573,9363,39,1,24815,26,9,Samut Prakan,
A100309,2022-01-13,HP,173405,48,0.2196,6785,28,1,13935,59,1,Ubon Ratchathani,
A100310,2025-04-26,HP,271054,48,0.1614,9292,22,1,34198,42,13,Nonthaburi,Y
A100311,2022-04-05,PL,226533,48,0.1696,7921,53,1,18583,50,16,Ubon Ratchathani,
A100312,2023-05-17,HP,690786,72,0.1337,17290,29,1,20786,54,6,Rayong,
A100313,2025-12-01,HP,452260,48,0.2192,17683,38,3,9000,37,999,Nakhon Ratchasima,Y
A100314,2022-02-12,PL,107148,12,0.1103,9913,29,1,26283,167,6,Samut Prakan,
A100315,2022-05-11,PL,147391,36,0.2655,7355,27,1,53330,68,17,Chonburi,
A100316,2024-02-06,HP,249920,36,0.2288,11707,42,1,26526,87,5,Nakhon Ratchasima,
A100317,2025-12-11,PL,187202,48,0.2336,7544,25,1,16618,156,1,Samut Prakan,N
A100318,2025-09-12,PL,45362,24,0.1493,2454,44,1,49124,24,15,Udon Thani,Y
A100319,2025-12-11,CC,74474,0,0.2565,0,33,1,21749,19,14,Khon Kaen,Y
A100320,2023-08-31,PL,55844,48,0.2338,2251,26,1,28025,20,10,Chiang Mai,
A100321,2024-03-27,CC,79777,0,0.2626,0,21,1,26413,1,18,Chonburi,
A100322,2023-01-30,HP,284992,72,0.1395,7271,30,2,,63,2,Nonthaburi,
A100323,2022-01-16,PL,61945,48,0.1894,2268,30,3,21748,12,19,Nonthaburi,
A100324,2022-11-06,PL,74755,48,0.2123,2879,30,2,23117,105,25,Samut Prakan,
A100325,2023-11-26,PL,125766,48,0.2536,5277,20,1,30881,102,18,Nonthaburi,
A100326,2025-06-07,CC,31364,0,0.2373,0,33,1,,53,7,Phuket,Y
A100327,2024-10-28,CC,72748,0,0.2038,0,25,2,,109,5,Chiang Mai,Y
A100328,2023-10-30,CC,33474,0,0.0,0,40,2,32888,87,6,Samut Prakan,
A100329,2023-07-19,PL,130919,12,0.1708,12773,27,1,41923,0,22,Bangkok,
A100330,2024-02-28,CC,66342,0,0.2405,0,42,2,111542,38,8,Rayong,
A100331,2022-06-21,PL,125884,36,0.2468,6085,50,1,19892,22,13,Samut Prakan,
A100332,2025-10-08,CC,17571,0,0.232,0,31,1,,66,11,Nonthaburi,Y
A100333,2022-05-30,HP,567776,60,0.1966,18764,34,1,48679,48,8,Chonburi,
A100334,2023-03-04,PL,177406,48,0.1301,5619,42,1,15426,20,17,Rayong,
A100335,2022-12-10,PL,115404,36,0.1978,5107,20,3,20088,0,3,Ubon Ratchathani,
A100336,2023-11-09,CC,32620,0,0.1797,0,20,2,,102,29,Nakhon Ratchasima,
A100337,2022-10-28,HP,704462,60,0.246,26182,39,3,46972,68,5,Samut Prakan,
A100338,2025-01-03,HP,749863,60,0.2482,28007,59,2,44818,97,8,Rayong,Y
A100339,2025-06-10,PL,180460,12,0.1767,17695,27,1,19022,2,7,Nonthaburi,Y
A100340,2024-01-11,PL,143133,12,0.2005,14319,33,3,14950,11,5,Samut Prakan,
A100341,2023-01-07,PL,142343,12,0.142,13546,37,1,24651,45,20,Songkhla,
A100342,2024-05-10,PL,239460,12,0.2526,24995,53,1,47174,60,4,Chiang Mai,Y
A100343,2023-05-11,PL,41505,48,0.248,1722,26,3,36985,84,7,Rayong,
A100344,2025-04-30,CC,38731,0,0.2394,0,42,1,24315,5,10,Chiang Mai,N
A100345,2023-02-09,PL,173278,24,0.2683,11094,40,2,59492,42,2,Ubon Ratchathani,
A100346,2022-07-22,HP,245997,72,0.1844,7196,47,1,,62,14,Ubon Ratchathani,
A100347,2023-08-03,CC,92422,0,0.0,0,38,1,,54,8,Udon Thani,
A100348,2022-01-03,CC,33992,0,0.0997,0,37,1,20568,72,0,Samut Prakan,
A100349,2022-05-08,HP,156162,72,0.2019,4796,55,1,10645,57,3,Khon Kaen,
A100350,2025-01-16,HP,96983,72,0.253,3391,31,1,35022,77,20,Chiang Mai,Y
A100351,2022-04-11,HP,221687,72,0.12,5295,30,1,38882,101,11,Songkhla,
A100352,2023-09-30,PL,136618,12,0.2554,14292,38,9,,96,8,Rayong,
A100353,2022-05-15,CC,10023,0,0.1171,0,30,3,40607,37,999,Songkhla,
A100354,2022-12-19,PL,262506,36,0.2326,12380,40,1,21348,30,3,Chiang Mai,
A100355,2023-10-09,PL,88623,24,0.1367,4702,32,2,,93,0,Chiang Mai,
A100356,2023-04-19,PL,82743,36,0.246,3994,37,1,30989,135,18,Rayong,
A100357,2023-09-28,HP,261596,36,0.194,11495,42,3,18758,20,6,Phuket,
A100358,2022-05-09,PL,363796,12,0.2379,37528,29,1,34916,44,16,Chiang Mai,
A100359,2024-02-04,PL,56872,48,0.1739,2009,20,3,,6,2,Ubon Ratchathani,
A100360,2022-05-13,PL,175218,36,0.1507,7067,36,2,23021,97,22,Samut Prakan,
A100361,2024-12-11,PL,115567,36,0.1385,4544,30,1,27171,62,19,Chonburi,Y
A100362,2024-09-01,PL,78638,36,0.2209,3631,39,2,,43,0,Nakhon Ratchasima,Y
A100363,2022-03-01,PL,163777,24,0.2181,9800,41,1,25685,77,5,Chiang Mai,
A100364,2023-11-07,HP,190658,48,0.195,7070,36,1,12532,60,14,Nonthaburi,
A100365,2024-09-28,PL,76498,12,0.1758,7495,35,2,,42,10,Nakhon Ratchasima,Y
A100366,2022-01-11,CC,55328,0,0.0,0,32,1,36758,108,7,Bangkok,
A100367,2025-08-31,HP,504282,72,0.1642,13904,39,1,,78,22,Ubon Ratchathani,Y
A100368,2024-11-07,PL,87739,24,0.1024,4404,35,1,27023,144,1,Chiang Mai,Y
A100369,2023-07-28,HP,493838,36,0.1366,19339,32,9,,6,10,Nonthaburi,
A100370,2023-01-14,HP,918071,72,0.1327,22903,51,1,51770,14,999,Samut Prakan,
A100371,2023-11-10,CC,116729,0,0.2356,0,35,2,,18,23,Chiang Mai,
A100372,2022-06-05,PL,84887,36,0.1875,3684,24,1,34638,92,6,Chiang Mai,
A100373,2022-04-29,HP,233957,72,0.1482,6138,39,2,87393,84,4,Bangkok,
A100374,2022-07-27,HP,1025266,36,0.2591,50616,28,2,42196,110,0,Songkhla,
A100375,2023-08-21,HP,233491,72,0.1253,5680,33,1,16774,2,10,Ubon Ratchathani,
A100376,2022-05-11,HP,411036,60,0.2111,14081,47,1,41476,57,10,Nonthaburi,
A100377,2025-05-08,PL,207914,12,0.2697,21999,20,2,,5,4,Bangkok,Y
A100378,2023-12-27,HP,473626,60,0.2444,17539,38,1,50270,71,15,Phuket,
A100379,2022-05-24,PL,166505,48,0.1136,5045,28,3,24338,115,5,Rayong,
A100380,2022-03-22,HP,290411,60,0.0901,7020,30,1,63621,84,0,Nakhon Ratchasima,
A100381,2023-10-05,CC,76476,0,0.1657,0,36,1,74560,32,999,Chiang Mai,
A100382,2023-11-28,HP,256664,60,0.1672,7853,24,1,22778,121,999,Chonburi,
A100383,2023-12-28,CC,42728,0,0.1636,0,49,1,,11,999,Rayong,
A100384,2023-11-09,PL,114469,36,0.1634,4738,27,9,22431,72,16,Ubon Ratchathani,
A100385,2023-08-15,CC,175708,0,0.0,0,45,1,23017,38,999,Ubon Ratchathani,
A100386,2024-05-29,PL,93345,48,0.1129,2822,44,1,51475,61,0,Samut Prakan,Y
A100387,2024-10-15,PL,128545,12,0.2677,13579,33,1,38338,31,999,Nonthaburi,Y
A100388,2024-03-16,CC,28071,0,0.1815,0,36,2,,88,0,Khon Kaen,
A100389,2022-08-23,PL,156812,48,0.2478,6505,32,2,,43,1,Nakhon Ratchasima,
A100390,2025-04-11,CC,22313,0,0.1372,0,34,2,36529,30,13,Nakhon Ratchasima,Y
A100391,2025-04-28,PL,61606,12,0.2771,6556,47,1,32786,89,6,Ubon Ratchathani,N
A100392,2025-08-13,CC,55745,0,0.1726,0,27,9,,66,8,Samut Prakan,Y
A100393,2025-04-20,HP,329270,60,0.1582,9828,48,1,17226,22,4,Bangkok,Y
A100394,2025-07-23,CC,52873,0,0.208,0,30,3,28750,66,0,Rayong,Y
A100395,2022-03-04,HP,370245,48,0.1307,11746,22,3,21091,49,0,Nonthaburi,
A100396,2025-03-17,CC,20610,0,0.2791,0,38,1,23654,63,7,Ubon Ratchathani,N
A100397,2022-10-17,CC,20126,0,0.0,0,53,1,23439,47,0,Khon Kaen,
A100398,2025-02-10,HP,766094,60,0.2218,26928,22,1,34642,66,3,Rayong,Y
A100399,2022-09-15,HP,284553,60,0.1411,8088,58,3,26817,78,0,Udon Thani,
A100400,2024-04-19,HP,525417,48,0.2199,20574,21,2,22628,66,16,Khon Kaen,Y
A100401,2024-06-20,PL,112405,36,0.2769,5716,20,2,,42,2,Phuket,Y
A100402,2023-05-01,CC,88424,0,0.1178,0,20,1,38076,2,2,Chonburi,
A100403,2022-09-12,PL,152734,48,0.2743,6673,26,1,14165,15,999,Nonthaburi,
A100404,2025-04-22,HP,307258,48,0.1113,9251,24,3,37327,44,6,Songkhla,N
A100405,2025-02-05,PL,109427,48,0.1772,3895,41,2,,63,14,Chiang Mai,Y
A100406,2023-05-13,HP,573520,36,0.1373,22493,34,2,86586,17,2,Chiang Mai,
A100407,2023-07-18,PL,78957,12,0.1797,7762,57,1,22525,74,2,Nakhon Ratchasima,
A100408,2025-01-05,PL,110907,48,0.2305,4440,34,1,24504,5,15,Samut Prakan,Y
A100409,2023-05-06,HP,445889,48,0.1617,15297,34,2,,85,16,Rayong,
A100410,2025-07-01,PL,131739,24,0.2363,8083,40,1,23821,1,7,Samut Prakan,Y
A100411,2023-09-23,PL,240143,24,0.1804,13616,44,1,21153,46,2,Samut Prakan,
A100412,2023-12-29,CC,49122,0,0.1193,0,49,2,,10,12,Samut Prakan,
A100413,2024-08-29,PL,69963,36,0.2354,3315,21,2,,64,4,Rayong,Y
A100414,2025-06-09,CC,81900,0,0.2566,0,20,1,28721,85,6,Bangkok,N
A100415,2022-05-05,PL,75373,48,0.1359,2423,31,1,24201,155,10,Khon Kaen,
A100416,2025-08-13,CC,23813,0,0.275,0,39,9,,52,0,Nakhon Ratchasima,Y
A100417,2023-10-01,HP,720246,48,0.119,22147,29,1,38373,118,10,Bangkok,
A100418,2022-08-30,CC,32750,0,0.2449,0,49,1,39258,129,20,Phuket,
A100419,2025-11-07,PL,333353,24,0.2115,19765,42,1,,45,15,Samut Prakan,Y
A100420,2022-01-24,HP,1108890,72,0.226,36285,38,3,30620,52,6,Nonthaburi,
A100421,2024-12-12,HP,333409,60,0.1556,9880,39,3,39191,95,1,Chiang Mai,Y
A100422,2025-03-25,PL,87765,24,0.2676,5614,50,3,32843,55,13,Rayong,Y
A100423,2025-12-04,CC,34525,0,0.1347,0,20,1,26252,56,18,Nonthaburi,N
A100424,2022-02-14,CC,57111,0,0.2322,0,20,3,22327,119,20,Rayong,
A100425,2022-01-17,HP,242169,60,0.0925,5902,43,1,21608,2,4,Rayong,
A100426,2024-07-08,CC,61159,0,0.1128,0,47,1,36403,95,0,Ubon Ratchathani,Y
A100427,2023-05-20,PL,63305,24,0.1639,3502,41,2,62775,114,7,Songkhla,
A100428,2022-10-01,PL,209745,24,0.1179,10800,34,2,,3,999,Samut Prakan,
A100429,2025-07-15,HP,375681,36,0.1519,15191,20,2,,52,999,Songkhla,Y
A100430,2022-01-13,PL,235845,24,0.2035,13826,37,1,18839,79,1,Bangkok,
A100431,2022-02-05,PL,148712,48,0.2479,6170,30,2,52206,33,3,Rayong,
A100432,2022-05-05,PL,93772,36,0.2544,4592,47,1,22281,16,3,Samut Prakan,
A100433,2022-05-20,CC,54792,0,0.1436,0,46,1,,63,23,Chiang Mai,
A100434,2023-03-09,CC,28682,0,0.1028,0,26,1,31998,12,3,Udon Thani,
A100435,2023-12-09,CC,40273,0,0.1813,0,55,1,28089,17,15,Chiang Mai,
A100436,2025-10-12,CC,12965,0,0.0,0,38,1,32662,97,7,Rayong,Y
A100437,2024-08-20,PL,115109,24,0.1412,6150,63,1,,1,9,Nonthaburi,Y
A100438,2024-02-27,PL,93881,12,0.0978,8588,34,2,,129,6,Phuket,
A100439,2025-10-27,CC,34793,0,0.1022,0,47,1,24170,92,6,Phuket,N
A100440,2025-02-10,PL,55406,24,0.221,3328,27,1,38260,93,8,Ubon Ratchathani,Y
A100441,2025-09-11,PL,102408,48,0.2591,4344,46,3,28661,16,999,Khon Kaen,Y
A100442,2023-05-11,PL,184336,48,0.1807,6616,50,1,39111,76,6,Chiang Mai,
A100443,2025-05-14,PL,37224,36,0.1215,1410,33,1,42285,87,7,Samut Prakan,Y
A100444,2023-10-09,HP,881695,48,0.2577,37303,52,2,9805,73,4,Bangkok,
A100445,2022-09-01,HP,326759,60,0.2791,13045,46,2,40611,6,18,Phuket,
A100446,2024-03-28,PL,87636,24,0.233,5353,30,9,,98,12,Nonthaburi,
A100447,2022-05-16,PL,116537,24,0.1185,6006,27,1,22952,126,20,Ubon Ratchathani,
A100448,2024-05-12,PL,105025,24,0.1332,5541,44,1,19355,121,11,Songkhla,N
A100449,2023-06-12,PL,100618,36,0.2183,4625,42,3,43385,20,6,Chiang Mai,
A100450,2022-07-28,PL,104236,36,0.2272,4868,25,2,23015,55,8,Ubon Ratchathani,
A100451,2023-03-19,HP,327723,72,0.2422,11166,34,1,17234,75,31,Nakhon Ratchasima,
A100452,2024-04-25,PL,56716,36,0.1152,2119,31,1,41772,33,13,Rayong,Y
A100453,2025-11-27,HP,276755,72,0.1625,7591,43,9,26653,37,7,Bangkok,Y
A100454,2024-06-20,PL,57492,12,0.1771,5639,33,1,22436,86,18,Ubon Ratchathani,N
A100455,2025-08-31,PL,56537,24,0.1644,3130,22,2,,46,9,Bangkok,Y
A100456,2025-02-23,PL,234212,48,0.2216,9204,51,3,14031,123,999,Chonburi,Y
A100457,2023-05-14,CC,49067,0,0.1258,0,34,1,,45,999,Chonburi,
A100458,2024-05-24,PL,99588,12,0.1535,9572,31,1,,5,1,Rayong,N
A100459,2022-01-19,PL,54348,36,0.1285,2091,47,2,45339,106,6,Rayong,
A100460,2023-09-18,HP,116218,36,0.1713,4887,53,3,,52,4,Phuket,
A100461,2024-09-11,CC,30462,0,0.2311,0,26,1,16744,69,27,Nakhon Ratchasima,Y
A100462,2022-08-05,PL,77518,36,0.1102,2865,34,3,12113,153,8,Nonthaburi,
A100463,2022-08-31,PL,102696,24,0.2565,6474,38,2,,89,10,Phuket,
A100464,2025-11-13,HP,593310,36,0.1995,26344,33,2,23015,45,12,Rayong,Y
A100465,2025-04-12,HP,321171,36,0.2264,14980,56,3,49934,137,2,Rayong,Y
A100466,2024-12-12,HP,596489,72,0.0985,13180,36,1,29754,67,0,Bangkok,Y
A100467,2025-11-10,PL,89340,12,0.2552,9344,28,1,25448,55,0,Samut Prakan,N
A100468,2025-08-11,CC,34512,0,0.0,0,38,1,47244,44,10,Samut Prakan,Y
A100469,2024-02-03,HP,173292,72,0.2157,5521,33,2,30110,10,12,Songkhla,
A100470,2022-08-21,CC,19761,0,0.1082,0,33,1,16527,63,0,Chiang Mai,
A100471,2023-06-24,PL,79067,12,0.2222,8052,41,1,,111,9,Songkhla,
A100472,2025-03-05,CC,24862,0,0.1636,0,20,1,49950,5,21,Nonthaburi,N
A100473,2025-08-11,HP,173857,48,0.1583,5915,36,1,15448,57,15,Chiang Mai,Y
A100474,2022-12-23,CC,30450,0,0.116,0,45,2,,41,16,Chiang Mai,
A100475,2024-09-30,HP,245202,72,0.1414,6294,20,9,,1,12,Nonthaburi,Y
A100476,2025-08-10,CC,31894,0,0.2448,0,26,2,,43,18,Udon Thani,Y
A100477,2022-10-31,HP,458814,36,0.228,21462,31,2,40143,68,1,Nakhon Ratchasima,
A100478,2024-04-09,CC,104338,0,0.1432,0,33,1,39560,21,6,Udon Thani,Y
A100479,2023-05-02,PL,199342,24,0.1794,11286,62,1,22749,87,3,Samut Prakan,
A100480,2024-09-29,CC,49290,0,0.2357,0,64,1,38610,2,999,Rayong,Y
A100481,2023-01-20,PL,86591,48,0.2123,3335,30,2,,22,999,Rayong,
A100482,2024-12-30,CC,163371,0,0.1718,0,30,3,23436,95,10,Nonthaburi,Y
A100483,2024-07-30,CC,16702,0,0.1138,0,29,1,46715,77,14,Chonburi,Y
A100484,2024-08-18,PL,75396,36,0.1489,3029,34,2,31725,132,3,Samut Prakan,Y
A100485,2025-08-30,CC,36891,0,0.2787,0,43,1,35024,72,12,Udon Thani,N
A100486,2024-09-21,HP,424620,48,0.2462,17558,20,9,,79,4,Phuket,N
A100487,2023-12-19,HP,99684,72,0.1803,2882,39,2,,60,10,Phuket,
A100488,2023-06-18,HP,186673,60,0.1229,5023,40,3,,97,12,Chonburi,
A100489,2022-09-26,PL,288989,12,0.0937,26338,32,1,24300,171,13,Songkhla,
A100490,2022-05-10,HP,144842,48,0.2107,5560,42,1,67253,86,14,Udon Thani,
A100491,2024-07-10,HP,380208,36,0.2217,17585,41,1,57149,45,11,Samut Prakan,Y
A100492,2022-12-15,HP,368326,72,0.167,10241,43,1,45524,48,15,Bangkok,
A100493,2022-09-08,HP,176086,60,0.1913,5741,40,2,21276,57,999,Samut Prakan,
A100494,2025-10-06,PL,95562,36,0.2045,4283,38,2,27945,4,6,Ubon Ratchathani,N
A100495,2024-01-14,HP,445052,48,0.1654,15406,44,3,28220,46,9,Chonburi,
A100496,2025-05-31,PL,110413,48,0.1806,3961,50,3,35842,137,8,Nakhon Ratchasima,Y
A100497,2022-06-07,PL,76856,48,0.1841,2780,35,1,10760,35,1,Nakhon Ratchasima,
A100498,2025-09-21,PL,179102,48,0.2379,7281,43,1,28225,113,7,Bangkok,N
A100499,2025-06-10,HP,524153,36,0.1953,23090,32,1,36570,85,19,Phuket,N
A100500,2023-06-14,HP,645621,48,0.1985,24130,37,3,47723,6,12,Chonburi,
A100501,2025-04-27,CC,24325,0,0.2242,0,43,2,68044,23,10,Nonthaburi,Y
A100502,2024-03-30,PL,159027,36,0.1803,6806,30,1,31568,38,4,Chiang Mai,
A100503,2023-01-04,CC,63682,0,0.1724,0,35,1,30208,13,18,Rayong,
A100504,2025-08-30,PL,230937,48,0.2694,9995,42,2,,67,6,Songkhla,Y
A100505,2024-10-03,HP,423711,60,0.0963,10462,41,1,29904,58,2,Udon Thani,Y
A100506,2025-03-10,PL,190209,24,0.2384,11704,29,3,,48,999,Chiang Mai,N
A100507,2022-05-12,CC,67247,0,0.1658,0,41,1,26557,105,999,Udon Thani,
A100508,2025-05-02,CC,62070,0,0.0,0,34,1,30419,117,3,Samut Prakan,Y
A100509,2025-09-11,HP,1489325,36,0.1189,56126,45,2,62147,106,999,Chonburi,Y
A100510,2023-10-22,HP,328821,36,0.0954,11748,26,3,14513,20,999,Phuket,
A100511,2022-08-23,PL,82599,24,0.2796,5366,24,1,45315,9,8,Songkhla,
A100512,2025-05-16,HP,112451,48,0.169,3926,40,1,15366,52,6,Samut Prakan,Y
A100513,2022-12-08,PL,203410,24,0.2293,12362,49,3,37052,30,14,Khon Kaen,
A100514,2024-09-08,HP,1837710,72,0.23,60746,48,1,16304,45,4,Bangkok,Y
A100515,2023-04-21,HP,239868,72,0.1944,7217,22,2,,25,6,Songkhla,
A100516,2023-06-02,PL,125380,36,0.1437,4984,44,1,12520,8,6,Chonburi,
A100517,2025-03-09,CC,10992,0,0.2634,0,40,1,24888,21,19,Nakhon Ratchasima,Y
A100518,2024-01-05,HP,368522,72,0.2361,12369,20,3,11170,156,16,Bangkok,
A100519,2022-11-16,PL,87622,24,0.1717,4904,45,1,32408,23,10,Ubon Ratchathani,
A100520,2024-07-11,HP,213059,36,0.1144,7949,46,1,,18,26,Khon Kaen,N
A100521,2022-11-29,PL,83527,36,0.1341,3253,39,1,26853,2,2,Khon Kaen,
A100522,2025-06-24,PL,93623,24,0.1013,4691,50,9,37850,67,5,Rayong,N
A100523,2025-01-07,HP,241616,48,0.1094,7236,37,2,52847,168,2,Nonthaburi,Y
A100524,2025-02-22,PL,91805,48,0.1225,2849,26,2,,43,15,Phuket,Y
A100525,2023-11-16,HP,340873,72,0.1136,7961,31,1,34397,30,999,Phuket,
A100526,2024-11-05,HP,466637,72,0.2218,15106,47,1,20666,34,13,Rayong,Y
A100527,2024-09-15,PL,44580,36,0.1153,1666,30,1,16878,5,7,Songkhla,N
A100528,2022-05-28,CC,61629,0,0.1922,0,39,1,12380,4,5,Ubon Ratchathani,
A100529,2023-03-31,HP,371626,36,0.0961,13299,47,1,54480,3,10,Udon Thani,
A100530,2024-11-26,PL,107153,24,0.2107,6346,29,2,16963,24,17,Nakhon Ratchasima,Y
A100531,2022-09-15,PL,41087,12,0.1203,3835,47,1,30578,20,4,Songkhla,
A100532,2024-08-29,PL,53125,24,0.1179,2735,33,2,,67,10,Nakhon Ratchasima,N
A100533,2023-12-07,PL,86221,48,0.2378,3504,47,3,26639,58,18,Ubon Ratchathani,
A100534,2024-11-24,PL,38738,24,0.2096,2290,40,3,45849,48,23,Songkhla,Y
A100535,2025-07-01,HP,457163,36,0.2042,20478,38,3,21716,47,1,Khon Kaen,Y
A100536,2022-09-21,HP,273975,48,0.1405,8915,55,3,25983,46,7,Khon Kaen,
A100537,2022-05-31,CC,64003,0,0.2626,0,38,2,8479,94,9,Ubon Ratchathani,
A100538,2024-02-01,CC,41349,0,0.2085,0,51,1,11686,28,11,Ubon Ratchathani,
A100539,2023-01-07,PL,69476,48,0.1152,2114,34,1,74605,21,13,Bangkok,
A100540,2024-12-26,HP,401880,72,0.2413,13662,27,1,25057,61,6,Chonburi,Y
A100541,2024-05-14,HP,250947,36,0.1467,10038,41,1,21670,40,7,Rayong,N
A100542,2025-08-10,PL,90848,12,0.1844,8966,20,3,28647,33,9,Rayong,Y
A100543,2022-01-20,CC,42076,0,0.216,0,43,3,,68,16,Nonthaburi,
A100544,2025-09-16,HP,237028,48,0.2062,9011,31,1,17724,49,5,Samut Prakan,Y
A100545,2024-02-01,HP,178183,36,0.1769,7576,42,9,49494,26,16,Chonburi,
A100546,2025-08-24,CC,78321,0,0.2368,0,56,1,,14,10,Ubon Ratchathani,N
A100547,2022-09-07,PL,134379,24,0.254,8443,27,1,29296,93,4,Rayong,
A100548,2025-10-09,PL,253189,12,0.1469,24198,35,3,17707,19,13,Phuket,Y
A100549,2024-09-16,HP,159491,60,0.2069,5408,20,1,9000,32,16,Samut Prakan,Y
A100550,2025-09-23,PL,180898,48,0.2606,7697,50,3,,93,14,Songkhla,Y
A100551,2024-11-16,PL,141291,24,0.1938,8168,23,3,26165,94,22,Udon Thani,Y
A100552,2024-03-21,PL,94826,24,0.1579,5198,46,1,37962,47,11,Nonthaburi,
A100553,2022-04-16,PL,113556,48,0.2149,4399,43,3,16245,71,9,Khon Kaen,
A100554,2023-11-09,CC,37362,0,0.1574,0,48,1,20426,125,15,Khon Kaen,
A100555,2022-01-07,HP,318981,48,0.2244,12610,33,2,,52,11,Samut Prakan,
A100556,2024-08-22,HP,144983,36,0.1494,5832,57,1,37866,54,0,Samut Prakan,N
A100557,2025-03-11,CC,66075,0,0.2078,0,23,1,14047,126,6,Khon Kaen,Y
A100558,2025-04-22,HP,218122,48,0.1559,7377,25,9,,47,12,Bangkok,Y
A100559,2023-01-20,HP,210834,60,0.1095,5437,35,1,19452,22,11,Khon Kaen,
A100560,2023-01-22,PL,213531,24,0.276,13808,23,1,38465,37,999,Nonthaburi,
A100561,2025-01-29,PL,53288,36,0.124,2030,20,9,26295,3,19,Rayong,N
A100562,2022-03-16,HP,191327,72,0.1411,4907,29,1,29054,104,8,Nakhon Ratchasima,
A100563,2023-10-09,HP,324898,72,0.1641,8955,70,1,19811,33,8,Samut Prakan,
A100564,2025-10-29,PL,77113,24,0.1715,4315,35,1,,134,999,Khon Kaen,Y
A100565,2025-03-14,HP,436646,72,0.1564,11755,35,1,17320,55,9,Udon Thani,Y
A100566,2023-05-03,HP,461142,48,0.1983,17227,35,1,23132,31,999,Ubon Ratchathani,
A100567,2023-08-02,CC,122577,0,0.1254,0,27,1,21818,18,5,Bangkok,
A100568,2023-06-10,CC,79056,0,0.2359,0,34,1,,12,4,Khon Kaen,
A100569,2022-12-06,HP,625571,72,0.22,20157,58,1,21474,4,4,Nonthaburi,
A100570,2024-05-26,HP,531671,60,0.1369,14926,38,1,26957,84,2,Songkhla,N
A100571,2025-09-07,HP,183570,60,0.1882,5938,64,1,28078,37,10,Nakhon Ratchasima,N
A100572,2024-01-07,HP,717327,60,0.2174,24951,26,1,14426,124,2,Bangkok,
A100573,2022-01-11,CC,113056,0,0.0909,0,30,2,,32,1,Khon Kaen,
A100574,2025-06-24,HP,431585,72,0.1082,9885,47,1,31476,84,2,Udon Thani,Y
A100575,2022-09-06,HP,134295,48,0.2066,5109,25,2,,72,11,Udon Thani,
A100576,2025-06-21,PL,80758,24,0.096,4010,36,3,38900,51,11,Chiang Mai,Y
A100577,2022-06-22,HP,532187,36,0.27,26757,47,3,11291,23,15,Samut Prakan,
A100578,2025-04-10,HP,622366,60,0.095,15299,39,2,34225,33,999,Khon Kaen,N
A100579,2023-12-12,PL,92871,48,0.2288,3705,32,3,,4,10,Songkhla,
A100580,2024-05-24,HP,441783,48,0.1815,15885,53,2,32165,87,2,Ubon Ratchathani,Y
A100581,2023-08-16,PL,48388,12,0.1396,4595,22,1,24406,130,12,Chonburi,
A100582,2022-02-11,HP,174565,60,0.1551,5165,36,1,34702,97,12,Phuket,
A100583,2025-07-11,PL,132214,24,0.2021,7735,29,3,34239,14,8,Nonthaburi,Y
A100584,2023-04-15,HP,331536,48,0.2207,13004,46,1,30936,39,4,Chonburi,
A100585,2025-01-10,PL,219750,12,0.2734,23319,37,2,66370,65,17,Songkhla,N
A100586,2022-02-23,PL,240817,36,0.2223,11150,31,1,20402,4,4,Chiang Mai,
A100587,2023-11-03,CC,18563,0,0.133,0,46,2,39700,14,18,Udon Thani,
A100588,2022-01-20,PL,98537,12,0.2501,10265,35,1,50519,50,1,Chonburi,
A100589,2023-06-15,PL,148076,36,0.1958,6529,30,1,17580,55,11,Nakhon Ratchasima,
A100590,2022-03-17,CC,12034,0,0.1818,0,31,1,22504,26,22,Khon Kaen,
A100591,2024-04-18,PL,175294,48,0.2733,7644,48,9,,59,13,Chonburi,Y
A100592,2022-06-09,HP,375524,36,0.1633,15541,55,1,15618,46,4,Udon Thani,
A100593,2025-11-25,CC,81312,0,0.0922,0,28,1,,102,5,Phuket,Y
A100594,2023-06-20,PL,205141,24,0.2663,13099,29,2,28778,79,3,Samut Prakan,
